MCSID	FACTRY00	FAREGN00	FDRSPO00	FDMINT00	FDPINT00	FDHTYP00	FDHTYS00	FDRELP00	FDNATM00	FDMINH00	FDNATF00	FDFINH00	FDOTHS00	FDNOCM00	FDTOTS00	FDNSIB00	FDHSIB00	FDSSIB00	FDASIB00	FDFSIB00	FDGPAR00	FDOTHA00	FDNUMH00	FDTOTP00	FDHLAN00	FDROOW00	FDCWRK00	FOEDE000	FOEDP000	FOECDUK0	FOECDSC0
M21213H	1	8	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	729.91	0	5	5
M21214J	1	7	2	1	1	2	1	1	1	1	4	2	5	1	6	1	1	2	2	2	2	2	7	8	1	4	3	256.39	1	2	2
M21215K	2	10	4	1	4	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	697.83	0	5	5
M21216L	4	12	4	1	4	1	1	1	1	1	1	1	2	1	3	1	1	2	2	2	2	2	4	5	1	5	1	238.68	1	2	2
M21219P	2	10	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	2	5	321.14	0	3	3
M21226N	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	3	4	1	5	1	433.11	0	4	4
M21227P	1	7	4	1	4	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	2	2	3	435.16	0	4	4
M21228Q	4	12	2	1	1	1	1	1	1	1	1	1	5	1	6	1	2	2	2	2	2	2	7	8	5	1	3	321.94	0	3	3
M21233M	4	12	2	1	1	1	1	1	1	1	1	1	5	1	6	1	2	2	2	2	2	2	7	8	1	1	2	176.74	1	1	1
M21234N	1	4	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	6	5	297.91	0	2	2
M21235P	2	10	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	1	5	6	1	2	1	472.02	0	4	4
M21237R	1	8	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	1	7	8	4	4	3	225.69	1	2	2
M21245R	1	5	4	1	4	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	3	2	3	171.41	1	1	1
M21246S	1	2	2	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	655.9	0	5	5
M21247T	1	8	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	5	3	274.28	1	2	2
M21248U	1	9	2	1	1	2	1	1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	421.17	0	4	3
M21249V	1	3	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	3	309.52	0	3	3
M21250N	4	12	4	1	4	2	1	2	1	1	3	3	2	1	3	1	1	2	2	2	2	2	4	5	1	2	1	322.09	0	3	3
M21251P	4	12	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	2	1	445.47	0	4	4
M21252Q	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	486.76	0	4	4
M21255T	1	3	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	618.79	0	5	5
M21256U	1	8	4	1	4	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	3	419.04	0	3	3
M21259X	1	3	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	3	2	3	171.32	1	1	1
M21260Q	1	9	2	1	1	1	1	2	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	431.78	0	4	4
M21261R	1	3	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	3	6	6	140.88	1	1	1
M21262S	1	3	4	1	4	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	3	622.22	0	5	5
M21265V	1	2	3	1	2	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	4	1	4	153.81	1	1	1
M21267X	4	12	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	417.5	0	3	4
M21270S	1	2	3	1	2	3	1	2	1	1	4	2	1	1	2	2	1	2	2	2	2	1	3	4	1	5	1	460.48	0	4	4
M21271T	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	910.21	0	5	5
M21277Z	3	11	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	4	5	200.36	1	1	1
M21282W	2	10	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	2	6	5	389.24	0	3	3
M21283X	1	2	4	1	4	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	4	3	302.15	0	2	2
M21287B	1	5	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	474.95	0	4	4
M21289D	1	8	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	6	5	455.32	0	4	4
M21290W	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	713.29	0	5	5
M21291X	1	7	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	2	2	2	906.81	0	5	5
M21292Y	3	11	2	1	1	2	1	2	1	1	4	2	3	1	4	1	2	1	2	2	2	2	5	6	1	2	1	671.3	0	5	5
M21296C	1	3	2	1	1	2	1	2	1	1	4	2	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	588.73	0	5	5
M21297D	1	1	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	2	5	355.07	0	3	3
M21298E	1	9	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	5	6	134.39	1	1	1
M21300F	3	11	6	2	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	-1	1	627.59	0	5	5
M21301G	1	3	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	3	4	1	4	3	215.75	1	1	1
M21302H	1	6	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	402.51	0	3	3
M21304K	1	8	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	2	5	647.16	0	5	5
M21305L	1	6	2	1	1	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	6	7	3	4	3	93.42	1	1	1
M21310H	1	6	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	3	426.15	0	4	4
M21311J	1	7	2	1	1	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	6	7	4	2	3	470.86	0	4	4
M21312K	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	675.42	0	5	5
M21313L	1	3	2	1	1	1	1	2	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	3	391.53	0	3	3
M21314M	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	716.59	0	5	5
M21315N	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	705.29	0	5	5
M21317Q	1	5	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	1	2	6	7	2	2	3	160.29	1	1	1
M21320K	1	2	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	2	2	5	229.07	1	2	2
M21321L	1	5	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	4	4	3	139.11	1	1	1
M21324P	1	3	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	2	5	298.3	0	2	2
M21326R	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	6	1	447.55	0	4	4
M21329U	1	5	3	1	2	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	3	455.69	0	4	4
M21330M	2	10	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	571.97	0	5	5
M21332P	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	2	2	1	589.89	0	5	5
M21338V	1	6	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	1	4	5	1	2	1	680.36	0	5	5
M21339W	3	11	4	1	4	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	456.29	0	4	3
M21340P	1	3	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	2	5	195.45	1	1	1
M21343S	1	5	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	2	2	3	205.92	1	1	1
M21344T	1	3	2	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	289.46	0	2	2
M21346V	1	9	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	6	5	387.82	0	3	3
M21349Y	1	4	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	474.73	0	4	4
M21352T	1	7	3	1	2	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	2	4	1	193.12	1	1	1
M21354V	1	4	4	1	4	3	1	2	1	1	4	2	2	1	3	1	2	2	2	2	2	1	4	5	1	6	1	376.86	0	3	3
M21355W	2	10	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	1	2	2	2	2	1	4	5	1	6	6	168.07	1	1	1
M21357Y	1	6	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	5	6	168.51	1	1	1
M21358Z	3	11	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	522.25	0	4	4
M21360T	1	2	1	1	4	16	2	-1	4	2	1	1	1	1	2	1	2	2	2	2	2	2	2	3	1	5	5	223.05	1	1	2
M21362V	1	9	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	5	5	190.58	1	1	1
M21363W	4	12	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	507.33	0	4	5
M21369C	1	6	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	6	5	351.52	0	3	3
M21372X	1	2	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	3	5	3	133.06	1	1	1
M21375A	2	10	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	663.25	0	5	5
M21376B	1	3	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	3	6	6	176.96	1	1	1
M21377C	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	2	2	1	574.87	0	5	5
M21381Y	2	10	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	5	2	1	770.64	0	5	5
M21384B	2	10	2	1	1	2	1	1	1	1	4	2	2	1	3	1	1	2	2	2	2	2	4	5	2	2	3	250.71	1	2	2
M21387E	1	5	4	1	4	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	3	2	1	171.85	1	1	1
M21388F	2	10	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	5	4	233.8	1	2	2
M21390Z	1	7	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	1	1	933.03	0	5	5
M21391A	2	10	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	2	1	333.97	0	3	3
M21394D	1	6	2	1	1	1	1	1	1	1	1	1	5	1	6	1	2	2	2	2	2	2	8	9	5	4	3	117.58	1	1	1
M21395E	4	12	4	1	4	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	3	318.71	0	3	3
M21396F	1	7	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	1	2	2	2	2	2	4	5	1	4	5	210.53	1	1	1
M21403M	4	12	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	2	6	347.5	0	3	3
M21406Q	4	12	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	1	1	422.21	0	4	4
M21407R	3	11	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	2	5	256.77	1	2	1
M21409T	1	8	1	1	4	16	2	-1	4	2	1	1	1	1	2	1	2	2	2	2	2	2	2	3	1	4	6	186	1	1	1
M21410L	1	6	2	1	1	1	1	2	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	2	3	376.55	0	3	3
M21412N	2	10	1	1	4	15	2	-1	1	1	4	2	3	1	4	1	2	2	2	2	2	2	4	5	1	4	5	191.47	1	1	1
M21414Q	1	7	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	619.18	0	5	5
M21415R	1	1	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	455.78	0	4	4
M21417T	1	2	4	1	4	1	1	1	1	1	1	1	5	1	6	1	2	2	2	2	2	2	7	8	2	5	3	170.35	1	1	1
M21419V	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	513.2	0	4	4
M21420N	3	11	4	1	4	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	706.52	0	5	5
M21423R	1	8	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	497.08	0	4	4
M21429X	2	10	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	2	2	1	482.94	0	4	4
M21431R	3	11	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	1	3	568.51	0	5	4
M21434U	1	4	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	6	5	341.06	0	3	3
M21435V	2	10	2	1	1	1	1	2	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	6	2	207.77	1	1	1
M21436W	1	8	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	557.4	0	5	4
M21438Y	1	8	1	1	4	15	2	-1	1	1	4	2	3	1	4	1	1	2	2	2	2	2	5	6	1	-1	6	178.62	1	1	1
M21440S	1	4	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	6	1	441.76	0	4	4
M21442U	1	4	1	1	4	15	2	-1	1	1	4	2	2	1	3	2	1	2	2	2	2	2	3	4	1	6	5	234.39	1	2	2
M21446Y	3	11	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	1	4	5	1	4	6	130.19	1	1	1
M21449B	1	7	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	1	2	3	4	3	1	1	919.23	0	5	5
M21450U	1	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	3	728.93	0	5	5
M21453X	1	3	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	401.12	0	3	3
M21454Y	1	8	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	6	6	250.31	1	2	2
M21457B	1	4	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	2	5	338.11	0	3	3
M21458C	1	2	1	1	4	16	2	-1	4	2	1	1	0	1	1	2	2	2	2	2	2	2	1	2	1	2	5	297.32	0	2	2
M21462Y	1	5	2	1	1	1	1	1	1	1	1	1	5	1	6	1	2	2	2	2	2	2	7	8	3	1	4	137.79	1	1	1
M21467D	2	10	1	1	4	15	2	-1	1	1	4	2	7	1	8	1	1	1	2	2	2	2	8	9	2	4	6	110.86	1	1	1
M21468E	1	7	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	6	6	151.16	1	1	1
M21469F	1	4	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	600.38	0	5	5
M21470Y	1	7	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	617.1	0	5	5
M21474C	1	7	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	2	4	4	161.9	1	1	1
M21476E	1	8	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	2	5	356.72	0	3	3
M21481B	1	7	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	5	5	301.21	0	2	2
M21484E	1	1	4	1	4	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	497.33	0	4	4
M21485F	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	3	503.63	0	4	4
M21486G	1	5	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	5	5	150.13	1	1	1
M21488J	1	4	1	1	4	15	2	-1	1	1	2	1	3	1	4	1	2	2	2	2	2	2	5	6	1	4	6	181.04	1	1	1
M21489K	1	1	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	4	5	346.04	0	3	3
M21493F	1	8	4	1	4	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	550.17	0	4	4
M21502P	1	8	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	598.46	0	5	5
M21505S	1	8	1	1	4	15	2	-1	1	1	4	2	2	1	3	2	1	2	2	2	2	2	3	4	1	4	6	193.69	1	1	1
M21507U	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	408.16	0	3	3
M21513S	1	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	3	593.12	0	5	5
M21514T	4	12	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	1	6	194.11	1	1	1
M21515U	4	12	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	419.79	0	3	4
M21517W	1	7	2	1	1	1	1	2	1	1	1	1	2	1	3	1	2	2	2	2	1	2	5	6	1	-1	1	295.88	0	2	2
M21519Y	1	7	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	778.69	0	5	5
M21521S	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	777.82	0	5	5
M21522T	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	513.06	0	4	4
M21526X	1	5	2	1	1	1	1	2	1	1	1	1	2	1	3	1	1	2	2	2	2	2	4	5	1	4	1	382.54	0	3	3
M21527Y	4	12	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	6	5	240.08	1	2	2
M21528Z	1	4	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	707.1	0	5	5
M21530T	1	8	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	2	1	547.47	0	4	4
M21536Z	1	4	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	657.08	0	5	5
M21538B	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	461.52	0	4	4
M21546B	4	12	3	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	384.6	0	3	4
M21548D	1	7	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	1	2	5	6	3	7	1	473.85	0	4	4
M21555C	1	5	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	466.2	0	4	4
M21558F	1	6	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	8	1	568.74	0	5	5
M21560Z	4	12	4	1	4	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	1	341.09	0	3	3
M21561A	1	7	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	1	2	5	6	4	5	1	167.59	1	1	1
M21563C	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	3	237.79	1	2	2
M21566F	3	11	2	1	1	1	1	2	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	726.53	0	5	5
M21568H	1	8	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	4	6	248.76	1	2	2
M21569J	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	2	2	3	416.13	0	3	3
M21571C	4	12	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	1	1	425.9	0	4	4
M21572D	1	8	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	2	5	527.16	0	4	4
M21573E	1	8	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	1	3	4	1	2	5	376.89	0	3	3
M21577J	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	694.84	0	5	5
M21578K	1	5	2	1	1	1	1	1	1	1	1	1	6	1	7	1	2	2	2	2	2	2	8	9	4	6	4	133.5	1	1	1
M21579L	1	4	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	493.37	0	4	4
M21580D	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	505.14	0	4	4
M21581E	2	10	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	2	2	2	2	2	2	3	4	1	4	5	226.73	1	2	2
M21582F	2	10	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	2	1	4	338.75	0	3	3
M21583G	1	8	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	3	1	3	306.97	0	3	3
M21584H	2	10	1	1	4	15	2	-1	1	1	4	2	3	1	4	1	1	2	2	2	2	2	4	5	1	6	5	253.08	1	2	2
M21585J	2	10	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	2	3	1	2	1	579.32	0	5	5
M21587L	2	10	1	1	4	15	2	-1	1	1	4	2	1	1	2	1	2	2	2	2	2	2	2	3	1	2	5	361.14	0	3	3
M21588M	1	2	4	1	4	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	2	6	7	3	2	3	177.94	1	1	1
M21590F	1	8	4	1	4	2	1	2	1	1	4	2	4	1	5	2	1	2	2	2	2	2	6	7	1	4	3	197.19	1	1	1
M21591G	1	3	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	455.07	0	4	4
M21597N	1	9	3	1	2	2	1	2	1	1	4	2	0	1	1	2	2	2	2	2	2	2	2	3	1	6	1	404.08	0	3	3
M21598P	1	6	1	1	4	15	2	-1	1	1	4	2	3	1	4	1	2	2	2	2	2	1	5	6	1	2	5	394.7	0	3	3
M21602S	1	2	2	1	1	2	1	2	1	1	4	2	3	1	4	1	2	1	2	2	2	2	6	7	1	4	2	281.88	1	2	2
M21604U	3	11	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	492.51	0	4	4
M21605V	1	7	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	786.79	0	5	5
M21609Z	1	9	4	1	4	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	536.49	0	4	4
M21614W	1	6	4	1	4	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	2	4	5	1	2	1	548.28	0	4	4
M21618A	1	5	1	1	4	15	2	-1	1	1	4	2	1	1	2	2	1	2	2	2	2	2	2	3	1	2	5	356.66	0	3	3
M21620U	1	7	2	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	1	6	7	4	2	1	530.85	0	4	4
M21621V	1	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	5	4	207.65	1	1	1
M21623X	1	8	2	1	1	2	1	2	1	1	4	2	3	1	4	1	2	1	2	2	2	2	5	6	1	2	1	544.85	0	4	4
M21624Y	1	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	3	583.31	0	5	5
M21626A	1	8	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	2	6	492.61	0	4	4
M21629D	1	5	1	1	4	15	2	-1	1	1	4	2	2	1	3	1	1	2	2	2	2	2	3	4	1	5	5	227.99	1	2	2
M21631X	1	3	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	2	2	4	5	1	2	1	344.98	0	3	3
M21633Z	1	6	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	3	2	3	384.93	0	3	3
M21634A	1	8	2	1	1	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	1	7	8	1	2	3	266.87	1	2	2
M21638E	1	4	2	1	1	2	1	1	1	1	4	2	1	1	2	2	1	2	2	2	2	2	3	4	1	2	1	548.41	0	4	4
M21639F	2	10	1	1	4	15	2	-1	1	1	4	2	0	1	1	2	2	2	2	2	2	2	1	2	1	2	5	272.05	1	2	2
M21640Y	1	3	4	1	4	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	487.45	0	4	4
M21643B	1	8	4	1	4	1	1	1	1	1	1	1	2	1	3	1	1	2	2	2	2	2	4	5	1	2	1	698.88	0	5	5
M21644C	3	11	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	2	2	1	656.94	0	5	5
M21646E	4	12	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	2	1	405.84	0	3	4
M21648G	1	2	2	1	1	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	3	2	3	164.22	1	1	1
M21650A	4	12	4	1	4	1	1	1	1	1	1	1	3	1	4	1	2	2	2	2	2	2	5	6	1	2	1	470.18	0	4	5
M21654E	1	4	1	1	4	15	2	-1	1	1	4	2	5	1	6	1	2	2	2	2	2	2	6	7	1	8	5	166.35	1	1	1
